date,Country/Territory/Area,Total confirmed cases,Total deaths,Transmission classification,Days since last reported case,Total cases with travel history to China,Total cases with possible or confirmed transmission outside of China,Likely place of exposure: China,Likely place of exposure: Outside reporting country and outside China,Likely place of exposure: In reporting country,Total cases with site of transmission under investigation
2020/03/10,Armenia,1,0,Imported cases only,8,,,,,,
2020/03/10,Holy See,1,0,Under investigation,4,,,,,,
2020/03/10,Liechtenstein,1,0,Imported cases only,4,,,,,,
2020/03/10,Lithuania,1,0,Imported cases only,11,,,,,,
2020/03/10,Monaco,1,0,Under investigation,9,,,,,,
2020/03/10,Republic of Moldova,1,0,Imported cases only,2,,,,,,
2020/03/10,Serbia,1,0,Under investigation,4,,,,,,
2020/03/10,Ukraine,1,0,Imported cases only,6,,,,,,
2020/03/10,Faroe Islands,2,0,Imported cases only,1,,,,,,
2020/03/10,Gibraltar,1,0,Under investigation,6,,,,,,
2020/03/10,Guernsey,1,0,Imported cases only,0,,,,,,
2020/03/10,Thailand,53,1,Local transmission,0,,,,,,
2020/03/10,India,44,0,Local transmission,0,,,,,,
2020/03/10,Indonesia,19,0,Local transmission,0,,,,,,
2020/03/10,Maldives,4,0,Local transmission,1,,,,,,
2020/03/10,Bangladesh,3,0,Local transmission,1,,,,,,
2020/03/10,Bhutan,1,0,Imported cases only,4,,,,,,
2020/03/10,Nepal,1,0,Imported cases only,46,,,,,,
2020/03/10,Sri Lanka,1,0,Imported cases only,43,,,,,,
2020/03/10,Iran (Islamic Republic of),7161,237,Local transmission,0,,,,,,
2020/03/10,Bahrain,109,0,Local transmission,0,,,,,,
2020/03/10,Kuwait,65,0,Imported cases only,0,,,,,,
2020/03/10,Iraq,61,6,Local transmission,0,,,,,,
2020/03/10,Egypt,59,1,Local transmission,0,,,,,,
2020/03/10,United Arab Emirates,59,0,Local transmission,0,,,,,,
2020/03/10,Lebanon,41,0,Local transmission,0,,,,,,
2020/03/10,Oman,18,0,Imported cases only,0,,,,,,
2020/03/10,Qatar,18,0,Imported cases only,0,,,,,,
2020/03/10,Pakistan,16,0,Local transmission,0,,,,,,
2020/03/10,Saudi Arabia,15,0,Imported cases only,1,,,,,,
2020/03/10,Afghanistan,4,0,Imported cases only,2,,,,,,
2020/03/10,Morocco,2,0,Imported cases only,5,,,,,,
2020/03/10,Tunisia,2,0,Imported cases only,1,,,,,,
2020/03/10,Jordan,1,0,Imported cases only,7,,,,,,
2020/03/10,occupied Palestinian territory,26,0,Local transmission,0,,,,,,
2020/03/10,United States of America,472,19,Local transmission,0,,,,,,
2020/03/10,Canada,77,0,Local transmission,0,,,,,,
2020/03/10,Brazil,25,0,Local transmission,1,,,,,,
2020/03/10,Ecuador,15,0,Local transmission,1,,,,,,
2020/03/10,Chile,13,0,Local transmission,0,,,,,,
2020/03/10,Argentina,12,1,Imported cases only,1,,,,,,
2020/03/10,Costa Rica,9,0,Local transmission,1,,,,,,
2020/03/10,Peru,9,0,Local transmission,0,,,,,,
2020/03/10,Mexico,7,0,Imported cases only,2,,,,,,
2020/03/10,Dominican Republic,5,0,Imported cases only,0,,,,,,
2020/03/10,Colombia,3,0,Imported cases only,0,,,,,,
2020/03/10,Panama,1,0,Imported cases only,0,,,,,,
2020/03/10,Paraguay,1,0,Imported cases only,1,,,,,,
2020/03/10,French Guiana,5,0,Imported cases only,2,,,,,,
2020/03/10,Martinique,2,0,Imported cases only,2,,,,,,
2020/03/10,Saint Martin,2,0,Under investigation,7,,,,,,
2020/03/10,Saint Barthelemy,1,0,Under investigation,7,,,,,,
2020/03/10,Algeria,20,0,Local transmission,1,,,,,,
2020/03/10,South Africa,7,0,Imported cases only,0,,,,,,
2020/03/10,Senegal,4,0,Imported cases only,5,,,,,,
2020/03/10,Cameroon,2,0,Local transmission,3,,,,,,
2020/03/10,Nigeria,2,0,Imported cases only,1,,,,,,
2020/03/10,Togo,1,0,Imported cases only,3,,,,,,
2020/03/10,International conveyance (Diamond Princess),696,7,Local transmission,2,,,,,,
2020/03/11,Republic of Korea,7755,60,Local transmission,0,,,,,,
2020/03/11,Japan,568,12,Local transmission,0,,,,,,
2020/03/11,Singapore,166,0,Local transmission,0,,,,,,
2020/03/11,Malaysia,129,0,Local transmission,0,,,,,,
2020/03/11,Australia,112,3,Local transmission,0,,,,,,
2020/03/11,Philippines,49,1,Local transmission,0,,,,,,
2020/03/11,Viet Nam,35,0,Local transmission,0,,,,,,
2020/03/11,New Zealand,5,0,Local transmission,4,,,,,,
2020/03/11,Cambodia,3,0,Local transmission,0,,,,,,
2020/03/11,Brunei Darussalam,1,0,Imported cases only,1,,,,,,
2020/03/11,Mongolia,1,0,Imported cases only,1,,,,,,
2020/03/11,Italy,10149,631,Local transmission,0,,,,,,
2020/03/11,France,1774,33,Local transmission,0,,,,,,
2020/03/11,Spain,1639,36,Local transmission,0,,,,,,
2020/03/11,Germany,1296,2,Local transmission,0,,,,,,
2020/03/11,Switzerland,491,3,Local transmission,0,,,,,,
2020/03/11,Netherlands,382,4,Local transmission,0,,,,,,
2020/03/11,The United Kingdom,373,6,Local transmission,0,,,,,,
2020/03/11,Sweden,326,0,Local transmission,0,,,,,,
2020/03/11,Norway,277,0,Local transmission,0,,,,,,
2020/03/11,Belgium,267,0,Local transmission,0,,,,,,
2020/03/11,Denmark,262,0,Local transmission,0,,,,,,
2020/03/11,Austria,182,0,Local transmission,0,,,,,,
2020/03/11,Greece,89,0,Local transmission,0,,,,,,
2020/03/11,Israel,75,0,Local transmission,0,,,,,,
2020/03/11,San Marino,63,2,Local transmission,0,,,,,,
2020/03/11,Czechia,61,0,Local transmission,0,,,,,,
2020/03/11,Iceland,61,0,Local transmission,1,,,,,,
2020/03/11,Portugal,41,0,Local transmission,0,,,,,,
2020/03/11,Finland,40,0,Local transmission,1,,,,,,
2020/03/11,Ireland,34,0,Local transmission,0,,,,,,
2020/03/11,Slovenia,31,0,Local transmission,0,,,,,,
2020/03/11,Romania,25,0,Local transmission,0,,,,,,
2020/03/11,Georgia,23,0,Imported cases only,0,,,,,,
2020/03/11,Poland,22,0,Local transmission,0,,,,,,
2020/03/11,Croatia,16,0,Local transmission,0,,,,,,
2020/03/11,Estonia,13,0,Imported cases only,0,,,,,,
2020/03/11,Hungary,13,0,Local transmission,0,,,,,,
2020/03/11,Serbia,12,0,Local transmission,0,,,,,,
2020/03/11,Albania,10,0,Local transmission,0,,,,,,
2020/03/11,Bulgaria,6,0,Local transmission,0,,,,,,
2020/03/11,Azerbaijan,9,0,Imported cases only,4,,,,,,
2020/03/11,Belarus,9,0,Local transmission,0,,,,,,
2020/03/11,Latvia,8,0,Imported cases only,0,,,,,,
2020/03/11,North Macedonia,7,0,Local transmission,1,,,,,,
2020/03/11,Russian Federation,7,0,Imported cases only,4,,,,,,
2020/03/11,Slovakia,7,0,Local transmission,1,,,,,,
2020/03/11,Luxembourg,5,0,Imported cases only,1,,,,,,
2020/03/11,Bosnia and Herzegovina,4,0,Local transmission,0,,,,,,
2020/03/11,Malta,4,0,Imported cases only,1,,,,,,
2020/03/11,Republic of Moldova,3,0,Imported cases only,0,,,,,,
2020/03/11,Cyprus,2,0,Imported cases only,1,,,,,,
2020/03/11,Andorra,1,0,Imported cases only,8,,,,,,
2020/03/11,Armenia,1,0,Imported cases only,9,,,,,,
2020/03/11,Holy See,1,0,Under investigation,5,,,,,,
2020/03/11,Liechtenstein,1,0,Imported cases only,5,,,,,,
2020/03/11,Lithuania,1,0,Imported cases only,12,,,,,,
2020/03/11,Monaco,1,0,Under investigation,10,,,,,,
2020/03/11,Ukraine,1,0,Imported cases only,7,,,,,,
2020/03/11,Faroe Islands,2,0,Imported cases only,2,,,,,,
2020/03/11,Gibraltar,1,0,Under investigation,7,,,,,,
2020/03/11,Guernsey,1,0,Imported cases only,1,,,,,,
2020/03/11,India,60,0,Local transmission,0,,,,,,
2020/03/11,Thailand,59,1,Local transmission,0,,,,,,
2020/03/11,Indonesia,27,1,Local transmission,0,,,,,,
2020/03/11,Maldives,8,0,Local transmission,0,,,,,,
2020/03/11,Bangladesh,3,0,Local transmission,2,,,,,,
2020/03/11,Bhutan,1,0,Imported cases only,5,,,,,,
2020/03/11,Nepal,1,0,Imported cases only,47,,,,,,
2020/03/11,Sri Lanka,1,0,Imported cases only,44,,,,,,
2020/03/11,Iran (Islamic Republic of),8042,291,Local transmission,0,,,,,,
2020/03/11,Bahrain,110,0,Local transmission,0,,,,,,
2020/03/11,United Arab Emirates,74,0,Local transmission,0,,,,,,
2020/03/11,Kuwait,69,0,Imported cases only,0,,,,,,
2020/03/11,Iraq,61,6,Local transmission,1,,,,,,
2020/03/11,Egypt,59,1,Local transmission,1,,,,,,
2020/03/11,Lebanon,41,1,Local transmission,0,,,,,,
2020/03/11,Qatar,24,0,Imported cases only,0,,,,,,
2020/03/11,Saudi Arabia,20,0,Local transmission,0,,,,,,
2020/03/11,Oman,18,0,Imported cases only,1,,,,,,
2020/03/11,Pakistan,16,0,Local transmission,1,,,,,,
2020/03/11,Tunisia,6,0,Local transmission,0,,,,,,
2020/03/11,Afghanistan,4,0,Imported cases only,3,,,,,,
2020/03/11,Morocco,3,1,Imported cases only,0,,,,,,
2020/03/11,Jordan,1,0,Imported cases only,8,,,,,,
2020/03/11,occupied Palestinian territory,30,0,Local transmission,0,,,,,,
2020/03/11,United States of America,696,25,Local transmission,0,,,,,,
2020/03/11,Canada,93,1,Local transmission,0,,,,,,
2020/03/11,Brazil,34,0,Local transmission,0,,,,,,
2020/03/11,Argentina,17,1,Imported cases only,0,,,,,,
2020/03/11,Chile,17,0,Local transmission,0,,,,,,
2020/03/11,Ecuador,15,0,Local transmission,2,,,,,,
2020/03/11,Costa Rica,13,0,Local transmission,0,,,,,,
2020/03/11,Peru,11,0,Local transmission,0,,,,,,
2020/03/11,Panama,8,1,Imported cases only,0,,,,,,
2020/03/11,Paraguay,5,0,Local transmission,0,,,,,,
2020/03/11,Mexico,7,0,Imported cases only,3,,,,,,
2020/03/11,Dominican Republic,5,0,Imported cases only,1,,,,,,
2020/03/11,Colombia,3,0,Imported cases only,1,,,,,,
2020/03/11,Bolivia (Plurinational State of),2,0,Imported cases only,0,,,,,,
2020/03/11,Jamaica,1,0,Imported cases only,0,,,,,,
2020/03/11,French Guiana,5,0,Imported cases only,3,,,,,,
2020/03/11,Martinique,3,0,Imported cases only,0,,,,,,
2020/03/11,Saint Martin,2,0,Under investigation,8,,,,,,
2020/03/11,Saint Barthelemy,1,0,Under investigation,8,,,,,,
2020/03/11,Algeria,20,0,Local transmission,2,,,,,,
2020/03/11,South Africa,7,0,Imported cases only,1,,,,,,
2020/03/11,Senegal,4,0,Imported cases only,6,,,,,,
2020/03/11,Burkina Faso,2,0,Imported cases only,0,,,,,,
2020/03/11,Cameroon,2,0,Local transmission,4,,,,,,
2020/03/11,Nigeria,2,0,Imported cases only,2,,,,,,
2020/03/11,Democratic Republic of the Congo,1,0,Imported cases only,0,,,,,,
2020/03/11,Togo,1,0,Imported cases only,4,,,,,,
2020/03/11,International conveyance (Diamond Princess),696,7,Local transmission,3,,,,,,
2020/03/12,Republic of Korea,7869,66,Local transmission,0,,,,,,
2020/03/12,Japan,620,15,Local transmission,0,,,,,,
2020/03/12,Singapore,178,0,Local transmission,0,,,,,,
2020/03/12,Malaysia,129,0,Local transmission,1,,,,,,
2020/03/12,Australia,122,3,Local transmission,0,,,,,,
2020/03/12,Philippines,52,2,Local transmission,0,,,,,,
2020/03/12,Viet Nam,39,0,Local transmission,0,,,,,,
2020/03/12,Brunei Darussalam,12,0,Local transmission,0,,,,,,
2020/03/12,New Zealand,5,0,Local transmission,5,,,,,,
2020/03/12,Cambodia,3,0,Local transmission,1,,,,,,
2020/03/12,Mongolia,1,0,Imported cases only,2,,,,,,
2020/03/12,French Polynesia,1,0,Imported cases only,0,,,,,,
2020/03/12,Italy,12462,827,Local transmission,0,,,,,,
2020/03/12,France,2269,48,Local transmission,0,,,,,,
2020/03/12,Spain,2140,48,Local transmission,0,,,,,,
2020/03/12,Germany,1567,3,Local transmission,0,,,,,,
2020/03/12,Switzerland,645,4,Local transmission,0,,,,,,
2020/03/12,Denmark,615,0,Local transmission,0,,,,,,
2020/03/12,Netherlands,503,5,Local transmission,0,,,,,,
2020/03/12,Sweden,461,0,Local transmission,0,,,,,,
2020/03/12,The United Kingdom,460,6,Local transmission,0,,,,,,
2020/03/12,Belgium,314,0,Local transmission,0,,,,,,
2020/03/12,Austria,302,0,Local transmission,0,,,,,,
2020/03/12,Norway,489,0,Local transmission,0,,,,,,
2020/03/12,Greece,98,1,Local transmission,0,,,,,,
2020/03/12,Czechia,94,0,Local transmission,0,,,,,,
2020/03/12,Israel,75,0,Local transmission,1,,,,,,
2020/03/12,San Marino,63,2,Local transmission,1,,,,,,
2020/03/12,Iceland,61,0,Local transmission,2,,,,,,
2020/03/12,Slovenia,57,0,Local transmission,0,,,,,,
2020/03/12,Romania,48,0,Local transmission,0,,,,,,
2020/03/12,Poland,44,0,Local transmission,0,,,,,,
2020/03/12,Ireland,43,1,Local transmission,0,,,,,,
2020/03/12,Portugal,41,0,Local transmission,1,,,,,,
2020/03/12,Finland,40,0,Local transmission,2,,,,,,
2020/03/12,Georgia,23,0,Imported cases only,1,,,,,,
2020/03/12,Russian Federation,20,0,Imported cases only,0,,,,,,
2020/03/12,Serbia,19,0,Local transmission,0,,,,,,
2020/03/12,Luxembourg,17,0,Local transmission,0,,,,,,
2020/03/12,Croatia,16,0,Local transmission,1,,,,,,
2020/03/12,Latvia,16,0,Imported cases only,0,,,,,,
2020/03/12,Estonia,13,0,Imported cases only,1,,,,,,
2020/03/12,Hungary,13,0,Local transmission,1,,,,,,
2020/03/12,Belarus,12,0,Local transmission,0,,,,,,
2020/03/12,Albania,10,0,Local transmission,1,,,,,,
2020/03/12,Slovakia,10,0,Local transmission,0,,,,,,
2020/03/12,Azerbaijan,9,0,Imported cases only,5,,,,,,
2020/03/12,Bulgaria,7,1,Local transmission,0,,,,,,
2020/03/12,North Macedonia,7,0,Local transmission,2,,,,,,
2020/03/12,Cyprus,6,0,Imported cases only,0,,,,,,
2020/03/12,Malta,6,0,Imported cases only,0,,,,,,
2020/03/12,Bosnia and Herzegovina,4,0,Local transmission,1,,,,,,
2020/03/12,Republic of Moldova,4,0,Imported cases only,0,,,,,,
2020/03/12,Lithuania,3,0,Imported cases only,0,,,,,,
2020/03/12,Andorra,1,0,Imported cases only,9,,,,,,
2020/03/12,Armenia,1,0,Imported cases only,10,,,,,,
2020/03/12,Holy See,1,0,Under investigation,6,,,,,,
2020/03/12,Liechtenstein,1,0,Imported cases only,6,,,,,,
2020/03/12,Monaco,1,0,Under investigation,11,,,,,,
2020/03/12,Turkey,1,0,Imported cases only,0,,,,,,
2020/03/12,Ukraine,1,0,Imported cases only,8,,,,,,
2020/03/12,Faroe Islands,2,0,Imported cases only,3,,,,,,
2020/03/12,Gibraltar,1,0,Under investigation,8,,,,,,
2020/03/12,Guernsey,1,0,Imported cases only,2,,,,,,
2020/03/12,India,73,0,Local transmission,0,,,,,,
2020/03/12,Thailand,70,1,Local transmission,0,,,,,,
2020/03/12,Indonesia,34,1,Local transmission,0,,,,,,
2020/03/12,Maldives,8,0,Local transmission,1,,,,,,
2020/03/12,Bangladesh,3,0,Local transmission,3,,,,,,
2020/03/12,Sri Lanka,2,0,Imported cases only,0,,,,,,
2020/03/12,Bhutan,1,0,Imported cases only,6,,,,,,
2020/03/12,Nepal,1,0,Imported cases only,48,,,,,,
2020/03/12,Iran (Islamic Republic of),9000,354,Local transmission,0,,,,,,
2020/03/12,Qatar,262,0,Local transmission,0,,,,,,
2020/03/12,Bahrain,189,0,Local transmission,0,,,,,,
2020/03/12,Kuwait,80,0,Local transmission,0,,,,,,
2020/03/12,United Arab Emirates,74,0,Local transmission,1,,,,,,
2020/03/12,Iraq,70,7,Local transmission,0,,,,,,
2020/03/12,Egypt,67,1,Local transmission,0,,,,,,
2020/03/12,Lebanon,66,3,Local transmission,0,,,,,,
2020/03/12,Saudi Arabia,21,0,Local transmission,0,,,,,,
2020/03/12,Pakistan,19,0,Imported cases only,0,,,,,,
2020/03/12,Oman,18,0,Imported cases only,2,,,,,,
2020/03/12,Afghanistan,7,0,Imported cases only,0,,,,,,
2020/03/12,Tunisia,6,0,Local transmission,1,,,,,,
2020/03/12,Morocco,5,1,Local transmission,0,,,,,,
2020/03/12,Jordan,1,0,Imported cases only,9,,,,,,
2020/03/12,occupied Palestinian territory,30,0,Local transmission,1,,,,,,
2020/03/12,United States of America,987,29,Local transmission,0,,,,,,
2020/03/12,Canada,93,1,Local transmission,1,,,,,,
2020/03/12,Brazil,52,0,Local transmission,0,,,,,,
2020/03/12,Chile,23,0,Local transmission,0,,,,,,
2020/03/12,Argentina,19,1,Imported cases only,0,,,,,,
2020/03/12,Ecuador,17,0,Local transmission,0,,,,,,
2020/03/12,Peru,17,0,Local transmission,0,,,,,,
2020/03/12,Costa Rica,13,0,Local transmission,1,,,,,,
2020/03/12,Mexico,11,0,Imported cases only,0,,,,,,
2020/03/12,Panama,10,1,Local transmission,0,,,,,,
2020/03/12,Colombia,9,0,Imported cases only,0,,,,,,
2020/03/12,Dominican Republic,5,0,Imported cases only,2,,,,,,
2020/03/12,Paraguay,5,0,Local transmission,1,,,,,,
2020/03/12,Bolivia (Plurinational State of),2,0,Imported cases only,1,,,,,,
2020/03/12,Honduras,2,0,Imported cases only,0,,,,,,
2020/03/12,Jamaica,1,0,Imported cases only,1,,,,,,
2020/03/12,French Guiana,5,0,Imported cases only,4,,,,,,
2020/03/12,Martinique,3,0,Imported cases only,1,,,,,,
2020/03/12,Saint Martin,2,0,Under investigation,9,,,,,,
2020/03/12,Saint Barthelemy,1,0,Under investigation,9,,,,,,
2020/03/12,Algeria,25,1,Local transmission,0,,,,,,
2020/03/12,South Africa,13,0,Imported cases only,0,,,,,,
2020/03/12,Senegal,4,0,Imported cases only,7,,,,,,
2020/03/12,Burkina Faso,2,0,Imported cases only,1,,,,,,
2020/03/12,Cameroon,2,0,Local transmission,5,,,,,,
2020/03/12,Nigeria,2,0,Imported cases only,3,,,,,,
2020/03/12,Côte d’Ivoire,1,0,Imported cases only,0,,,,,,
2020/03/12,Democratic Republic of the Congo,1,0,Imported cases only,1,,,,,,
2020/03/12,Togo,1,0,Imported cases only,5,,,,,,
2020/03/12,International conveyance (Diamond Princess),696,7,Local transmission,4,,,,,,
2020/03/13,Republic of Korea,7979,66,Local transmission,0,,,,,,
2020/03/13,Japan,675,19,Local transmission,0,,,,,,
2020/03/13,Singapore,187,0,Local transmission,0,,,,,,
2020/03/13,Australia,140,3,Local transmission,0,,,,,,
2020/03/13,Malaysia,129,0,Local transmission,2,,,,,,
2020/03/13,Philippines,52,2,Local transmission,1,,,,,,
2020/03/13,Viet Nam,39,0,Local transmission,1,,,,,,
2020/03/13,Brunei Darussalam,12,0,Imported cases only,1,,,,,,
2020/03/13,Cambodia,5,0,Local transmission,0,,,,,,
2020/03/13,New Zealand,5,0,Local transmission,6,,,,,,
2020/03/13,Mongolia,1,0,Imported cases only,3,,,,,,
2020/03/13,French Polynesia,1,0,Imported cases only,1,,,,,,
2020/03/13,Italy,15113,1016,Local transmission,0,,,,,,
2020/03/13,Spain,2965,84,Local transmission,0,,,,,,
2020/03/13,France,2860,61,Local transmission,0,,,,,,
2020/03/13,Germany,2369,6,Local transmission,0,,,,,,
2020/03/13,Switzerland,858,6,Local transmission,0,,,,,,
2020/03/13,Denmark,674,0,Local transmission,0,,,,,,
2020/03/13,Sweden,620,0,Local transmission,0,,,,,,
2020/03/13,Netherlands,614,5,Local transmission,0,,,,,,
2020/03/13,The United Kingdom,594,8,Local transmission,0,,,,,,
2020/03/13,Austria,361,1,Local transmission,0,,,,,,
2020/03/13,Belgium,314,0,Local transmission,1,,,,,,
2020/03/13,Norway,489,0,Local transmission,1,,,,,,
2020/03/13,Czechia,116,0,Local transmission,0,,,,,,
2020/03/13,Finland,109,0,Local transmission,0,,,,,,
2020/03/13,Greece,98,1,Local transmission,1,,,,,,
2020/03/13,Israel,75,0,Local transmission,2,,,,,,
2020/03/13,Ireland,70,1,Local transmission,0,,,,,,
2020/03/13,San Marino,63,2,Local transmission,2,,,,,,
2020/03/13,Iceland,61,0,Local transmission,3,,,,,,
2020/03/13,Slovenia,57,0,Local transmission,1,,,,,,
2020/03/13,Poland,49,1,Local transmission,0,,,,,,
2020/03/13,Romania,48,0,Local transmission,1,,,,,,
2020/03/13,Portugal,41,0,Local transmission,2,,,,,,
2020/03/13,Russian Federation,34,0,Imported cases only,0,,,,,,
2020/03/13,Georgia,25,0,Imported cases only,0,,,,,,
2020/03/13,Albania,23,0,Imported cases only,0,,,,,,
2020/03/13,Slovakia,21,0,Local transmission,0,,,,,,
2020/03/13,Serbia,19,0,Under investigation,1,,,,,,
2020/03/13,Luxembourg,17,0,Imported cases only,1,,,,,,
2020/03/13,Croatia,16,0,Local transmission,2,,,,,,
2020/03/13,Hungary,16,0,Local transmission,0,,,,,,
2020/03/13,Latvia,16,0,Imported cases only,1,,,,,,
2020/03/13,Estonia,13,0,Imported cases only,2,,,,,,
2020/03/13,Belarus,12,0,Local transmission,1,,,,,,
2020/03/13,Azerbaijan,11,0,Imported cases only,0,,,,,,
2020/03/13,Malta,9,0,Imported cases only,0,,,,,,
2020/03/13,Bulgaria,7,1,Local transmission,1,,,,,,
2020/03/13,North Macedonia,7,0,Local transmission,3,,,,,,
2020/03/13,Cyprus,6,0,Imported cases only,1,,,,,,
2020/03/13,Bosnia and Herzegovina,4,0,Local transmission,2,,,,,,
2020/03/13,Liechtenstein,4,0,Imported cases only,0,,,,,,
2020/03/13,Republic of Moldova,4,0,Imported cases only,1,,,,,,
2020/03/13,Lithuania,3,0,Imported cases only,1,,,,,,
2020/03/13,Ukraine,3,0,Imported cases only,0,,,,,,
2020/03/13,Andorra,1,0,Imported cases only,10,,,,,,
2020/03/13,Armenia,1,0,Imported cases only,11,,,,,,
2020/03/13,Holy See,1,0,Under investigation,7,,,,,,
2020/03/13,Monaco,1,0,Under investigation,12,,,,,,
2020/03/13,Turkey,1,0,Imported cases only,1,,,,,,
2020/03/13,Faroe Islands,2,0,Imported cases only,4,,,,,,
2020/03/13,Gibraltar,1,0,Under investigation,9,,,,,,
2020/03/13,Guernsey,1,0,Imported cases only,3,,,,,,
2020/03/13,Jersey,2,0,Imported cases only,0,,,,,,
2020/03/13,Thailand,75,1,Local transmission,0,,,,,,
2020/03/13,India,74,1,Local transmission,0,,,,,,
2020/03/13,Indonesia,34,1,Local transmission,1,,,,,,
2020/03/13,Maldives,8,0,Local transmission,2,,,,,,
2020/03/13,Bangladesh,3,0,Local transmission,4,,,,,,
2020/03/13,Sri Lanka,3,0,Imported cases only,0,,,,,,
2020/03/13,Bhutan,1,0,Imported cases only,7,,,,,,
2020/03/13,Nepal,1,0,Imported cases only,49,,,,,,
2020/03/13,Réunion,3,0,Imported cases only,0,,,,,,
2020/03/13,Iran (Islamic Republic of),10075,429,Local transmission,0,,,,,,
2020/03/13,Qatar,262,0,Imported cases only,1,,,,,,
2020/03/13,Bahrain,195,0,Local transmission,0,,,,,,
2020/03/13,United Arab Emirates,85,0,Local transmission,0,,,,,,
2020/03/13,Kuwait,80,0,Imported cases only,1,,,,,,
2020/03/13,Iraq,70,7,Local transmission,1,,,,,,
2020/03/13,Egypt,67,1,Local transmission,1,,,,,,
2020/03/13,Lebanon,66,3,Local transmission,1,,,,,,
2020/03/13,Saudi Arabia,21,0,Imported cases only,1,,,,,,
2020/03/13,Pakistan,20,0,Local transmission,0,,,,,,
2020/03/13,Oman,18,0,Imported cases only,3,,,,,,
2020/03/13,Afghanistan,7,0,Imported cases only,1,,,,,,
2020/03/13,Tunisia,7,0,Imported cases only,0,,,,,,
2020/03/13,Morocco,6,1,Imported cases only,0,,,,,,
