ADM0_NAME,DateOfDataEntry,cum_conf,NewCase,Short_Name_ZH
AFGHANISTAN,1582502400000,1,1,阿富汗
AFGHANISTAN,1582588800000,1,0,阿富汗
AFGHANISTAN,1582675200000,1,0,阿富汗
AFGHANISTAN,1582761600000,1,0,阿富汗
AFGHANISTAN,1582848000000,1,0,阿富汗
AFGHANISTAN,1582934400000,1,0,阿富汗
AFGHANISTAN,1583020800000,1,0,阿富汗
AFGHANISTAN,1583107200000,1,0,阿富汗
AFGHANISTAN,1583193600000,1,0,阿富汗
AFGHANISTAN,1583280000000,1,0,阿富汗
ALGERIA,1582675200000,1,1,阿尔及利亚
ALGERIA,1582761600000,1,0,阿尔及利亚
ALGERIA,1582848000000,1,0,阿尔及利亚
ALGERIA,1582934400000,1,0,阿尔及利亚
ALGERIA,1583020800000,1,0,阿尔及利亚
ALGERIA,1583107200000,3,2,阿尔及利亚
ALGERIA,1583193600000,5,2,阿尔及利亚
ALGERIA,1583280000000,5,0,阿尔及利亚
ANDORRA,1583193600000,1,1,安道尔
ANDORRA,1583280000000,1,0,安道尔
ARGENTINA,1583280000000,1,1,阿根廷 
ARMENIA,1583020800000,1,1,亚美尼亚
ARMENIA,1583107200000,1,0,亚美尼亚
ARMENIA,1583193600000,1,0,亚美尼亚
ARMENIA,1583280000000,1,0,亚美尼亚
AUSTRALIA,1579910400000,3,3,澳大利亚
AUSTRALIA,1579996800000,4,1,澳大利亚
AUSTRALIA,1580083200000,4,0,澳大利亚
AUSTRALIA,1580169600000,5,1,澳大利亚
AUSTRALIA,1580256000000,7,2,澳大利亚
AUSTRALIA,1580342400000,7,0,澳大利亚
AUSTRALIA,1580428800000,9,2,澳大利亚
AUSTRALIA,1580515200000,12,3,澳大利亚
AUSTRALIA,1580601600000,12,0,澳大利亚
AUSTRALIA,1580688000000,12,0,澳大利亚
AUSTRALIA,1580774400000,13,1,澳大利亚
AUSTRALIA,1580860800000,14,1,澳大利亚
AUSTRALIA,1580947200000,15,1,澳大利亚
AUSTRALIA,1581033600000,15,0,澳大利亚
AUSTRALIA,1581120000000,15,0,澳大利亚
AUSTRALIA,1581206400000,15,0,澳大利亚
AUSTRALIA,1581292800000,15,0,澳大利亚
AUSTRALIA,1581379200000,15,0,澳大利亚
AUSTRALIA,1581465600000,15,0,澳大利亚
AUSTRALIA,1581552000000,15,0,澳大利亚
AUSTRALIA,1581638400000,15,0,澳大利亚
AUSTRALIA,1581724800000,15,0,澳大利亚
AUSTRALIA,1581811200000,15,0,澳大利亚
AUSTRALIA,1581897600000,15,0,澳大利亚
AUSTRALIA,1581984000000,15,0,澳大利亚
AUSTRALIA,1582070400000,15,0,澳大利亚
AUSTRALIA,1582156800000,15,0,澳大利亚
AUSTRALIA,1582243200000,17,2,澳大利亚
AUSTRALIA,1582329600000,21,4,澳大利亚
AUSTRALIA,1582416000000,22,1,澳大利亚
AUSTRALIA,1582502400000,22,0,澳大利亚
AUSTRALIA,1582588800000,23,1,澳大利亚
AUSTRALIA,1582675200000,23,0,澳大利亚
AUSTRALIA,1582761600000,23,0,澳大利亚
AUSTRALIA,1582848000000,23,0,澳大利亚
AUSTRALIA,1582934400000,25,2,澳大利亚
AUSTRALIA,1583020800000,27,2,澳大利亚
AUSTRALIA,1583107200000,33,6,澳大利亚
AUSTRALIA,1583193600000,33,0,澳大利亚
AUSTRALIA,1583280000000,43,10,澳大利亚
AUSTRIA,1582588800000,2,2,奥地利
AUSTRIA,1582675200000,2,0,奥地利
AUSTRIA,1582761600000,4,2,奥地利
AUSTRIA,1582848000000,5,1,奥地利
AUSTRIA,1582934400000,10,5,奥地利
AUSTRIA,1583020800000,10,0,奥地利
AUSTRIA,1583107200000,10,0,奥地利
AUSTRIA,1583193600000,18,8,奥地利
AUSTRIA,1583280000000,27,9,奥地利
AZERBAIJAN,1582934400000,1,1,阿塞拜疆
AZERBAIJAN,1583020800000,3,2,阿塞拜疆
AZERBAIJAN,1583107200000,3,0,阿塞拜疆
AZERBAIJAN,1583193600000,3,0,阿塞拜疆
AZERBAIJAN,1583280000000,3,0,阿塞拜疆
BAHRAIN,1582502400000,1,1,巴林
BAHRAIN,1582588800000,17,16,巴林
BAHRAIN,1582675200000,26,9,巴林
BAHRAIN,1582761600000,33,7,巴林
BAHRAIN,1582848000000,36,3,巴林
BAHRAIN,1582934400000,38,2,巴林
BAHRAIN,1583020800000,40,2,巴林
BAHRAIN,1583107200000,47,7,巴林
BAHRAIN,1583193600000,49,2,巴林
BAHRAIN,1583280000000,49,0,巴林
BELARUS,1582848000000,1,1,白俄罗斯
BELARUS,1582934400000,1,0,白俄罗斯
BELARUS,1583020800000,1,0,白俄罗斯
BELARUS,1583107200000,1,0,白俄罗斯
BELARUS,1583193600000,1,0,白俄罗斯
BELARUS,1583280000000,6,5,白俄罗斯
BELGIUM,1580774400000,1,1,比利时
BELGIUM,1580860800000,1,0,比利时
BELGIUM,1580947200000,1,0,比利时
BELGIUM,1581033600000,1,0,比利时
BELGIUM,1581120000000,1,0,比利时
BELGIUM,1581206400000,1,0,比利时
BELGIUM,1581292800000,1,0,比利时
BELGIUM,1581379200000,1,0,比利时
BELGIUM,1581465600000,1,0,比利时
BELGIUM,1581552000000,1,0,比利时
BELGIUM,1581638400000,1,0,比利时
BELGIUM,1581724800000,1,0,比利时
BELGIUM,1581811200000,1,0,比利时
BELGIUM,1581897600000,1,0,比利时
BELGIUM,1581984000000,1,0,比利时
BELGIUM,1582070400000,1,0,比利时
BELGIUM,1582156800000,1,0,比利时
BELGIUM,1582243200000,1,0,比利时
BELGIUM,1582329600000,1,0,比利时
BELGIUM,1582416000000,1,0,比利时
BELGIUM,1582502400000,1,0,比利时
BELGIUM,1582588800000,1,0,比利时
BELGIUM,1582675200000,1,0,比利时
BELGIUM,1582761600000,1,0,比利时
BELGIUM,1582848000000,1,0,比利时
BELGIUM,1582934400000,1,0,比利时
BELGIUM,1583020800000,1,0,比利时
BELGIUM,1583107200000,8,7,比利时
BELGIUM,1583193600000,8,0,比利时
BELGIUM,1583280000000,23,15,比利时
BRAZIL,1582761600000,1,1,巴西
BRAZIL,1582848000000,1,0,巴西
BRAZIL,1582934400000,1,0,巴西
BRAZIL,1583020800000,2,1,巴西
BRAZIL,1583107200000,2,0,巴西
BRAZIL,1583193600000,2,0,巴西
BRAZIL,1583280000000,2,0,巴西
CAMBODIA,1580169600000,1,1,柬埔寨
CAMBODIA,1580256000000,1,0,柬埔寨
CAMBODIA,1580342400000,1,0,柬埔寨
CAMBODIA,1580428800000,1,0,柬埔寨
CAMBODIA,1580515200000,1,0,柬埔寨
CAMBODIA,1580601600000,1,0,柬埔寨
CAMBODIA,1580688000000,1,0,柬埔寨
CAMBODIA,1580774400000,1,0,柬埔寨
CAMBODIA,1580860800000,1,0,柬埔寨
CAMBODIA,1580947200000,1,0,柬埔寨
CAMBODIA,1581033600000,1,0,柬埔寨
CAMBODIA,1581120000000,1,0,柬埔寨
CAMBODIA,1581206400000,1,0,柬埔寨
CAMBODIA,1581292800000,1,0,柬埔寨
CAMBODIA,1581379200000,1,0,柬埔寨
CAMBODIA,1581465600000,1,0,柬埔寨
CAMBODIA,1581552000000,1,0,柬埔寨
CAMBODIA,1581638400000,1,0,柬埔寨
CAMBODIA,1581724800000,1,0,柬埔寨
CAMBODIA,1581811200000,1,0,柬埔寨
CAMBODIA,1581897600000,1,0,柬埔寨
CAMBODIA,1581984000000,1,0,柬埔寨
CAMBODIA,1582070400000,1,0,柬埔寨
CAMBODIA,1582156800000,1,0,柬埔寨
CAMBODIA,1582243200000,1,0,柬埔寨
CAMBODIA,1582329600000,1,0,柬埔寨
CAMBODIA,1582416000000,1,0,柬埔寨
CAMBODIA,1582502400000,1,0,柬埔寨
CAMBODIA,1582588800000,1,0,柬埔寨
CAMBODIA,1582675200000,1,0,柬埔寨
CAMBODIA,1582761600000,1,0,柬埔寨
CAMBODIA,1582848000000,1,0,柬埔寨
CAMBODIA,1582934400000,1,0,柬埔寨
CAMBODIA,1583020800000,1,0,柬埔寨
CAMBODIA,1583107200000,1,0,柬埔寨
CAMBODIA,1583193600000,1,0,柬埔寨
CAMBODIA,1583280000000,1,0,柬埔寨
CANADA,1580083200000,1,1,加拿大
CANADA,1580169600000,2,1,加拿大
CANADA,1580256000000,3,1,加拿大
CANADA,1580342400000,3,0,加拿大
CANADA,1580428800000,3,0,加拿大
CANADA,1580515200000,4,1,加拿大
CANADA,1580601600000,4,0,加拿大
CANADA,1580688000000,4,0,加拿大
CANADA,1580774400000,4,0,加拿大
CANADA,1580860800000,5,1,加拿大
CANADA,1580947200000,5,0,加拿大
CANADA,1581033600000,7,2,加拿大
CANADA,1581120000000,7,0,加拿大
CANADA,1581206400000,7,0,加拿大
CANADA,1581292800000,7,0,加拿大
CANADA,1581379200000,7,0,加拿大
CANADA,1581465600000,7,0,加拿大
CANADA,1581552000000,7,0,加拿大
CANADA,1581638400000,7,0,加拿大
CANADA,1581724800000,7,0,加拿大
CANADA,1581811200000,7,0,加拿大
CANADA,1581897600000,8,1,加拿大
CANADA,1581984000000,8,0,加拿大
CANADA,1582070400000,8,0,加拿大
CANADA,1582156800000,8,0,加拿大
CANADA,1582243200000,8,0,加拿大
CANADA,1582329600000,9,1,加拿大
CANADA,1582416000000,9,0,加拿大
CANADA,1582502400000,9,0,加拿大
CANADA,1582588800000,10,1,加拿大
CANADA,1582675200000,10,0,加拿大
CANADA,1582761600000,11,1,加拿大
CANADA,1582848000000,11,0,加拿大
CANADA,1582934400000,14,3,加拿大
CANADA,1583020800000,19,5,加拿大
CANADA,1583107200000,19,0,加拿大
CANADA,1583193600000,27,8,加拿大
CANADA,1583280000000,30,3,加拿大
CHILE,1583280000000,1,1,智利
CHINA,1579737600000,574,574,中国
CHINA,1579824000000,835,261,中国
CHINA,1579910400000,1297,462,中国
CHINA,1579996800000,1985,688,中国
CHINA,1580083200000,2761,776,中国
CHINA,1580169600000,4537,1776,中国
CHINA,1580256000000,5997,1460,中国
CHINA,1580342400000,7736,1739,中国
CHINA,1580428800000,9720,1984,中国
CHINA,1580515200000,11821,2101,中国
CHINA,1580601600000,14411,2590,中国
CHINA,1580688000000,17238,2827,中国
CHINA,1580774400000,20471,3233,中国
CHINA,1580860800000,24363,3892,中国
CHINA,1580947200000,28060,3697,中国
CHINA,1581033600000,31211,3151,中国
CHINA,1581120000000,34598,3387,中国
CHINA,1581206400000,37251,2653,中国
CHINA,1581292800000,40235,2984,中国
CHINA,1581379200000,42708,2473,中国
CHINA,1581465600000,44730,2022,中国
CHINA,1581552000000,59882,15152,中国
CHINA,1581638400000,63932,4050,中国
CHINA,1581724800000,66576,2644,中国
CHINA,1581811200000,68584,2008,中国
CHINA,1581897600000,70635,2051,中国
CHINA,1581984000000,72528,1893,中国
CHINA,1582070400000,74279,1751,中国
CHINA,1582156800000,74675,396,中国
CHINA,1582243200000,75567,892,中国
CHINA,1582329600000,76392,825,中国
CHINA,1582416000000,77041,649,中国
CHINA,1582502400000,77262,221,中国
CHINA,1582588800000,77779,517,中国
CHINA,1582675200000,78191,412,中国
CHINA,1582761600000,78630,439,中国
CHINA,1582848000000,78959,329,中国
CHINA,1582934400000,79394,435,中国
CHINA,1583020800000,79968,574,中国
CHINA,1583107200000,80174,206,中国
CHINA,1583193600000,80303,129,中国
CHINA,1583280000000,80422,119,中国
CROATIA,1582588800000,1,1,克罗地亚
CROATIA,1582675200000,2,1,克罗地亚
CROATIA,1582761600000,3,1,克罗地亚
CROATIA,1582848000000,5,2,克罗地亚
CROATIA,1582934400000,5,0,克罗地亚
CROATIA,1583020800000,7,2,克罗地亚
CROATIA,1583107200000,8,1,克罗地亚
CROATIA,1583193600000,9,1,克罗地亚
CROATIA,1583280000000,9,0,克罗地亚
CZECH REPUBLIC,1583107200000,3,3,捷克
CZECH REPUBLIC,1583193600000,3,0,捷克
CZECH REPUBLIC,1583280000000,5,2,捷克
DENMARK,1582761600000,1,1,丹麦
DENMARK,1582848000000,1,0,丹麦
DENMARK,1582934400000,3,2,丹麦
DENMARK,1583020800000,3,0,丹麦
DENMARK,1583107200000,4,1,丹麦
DENMARK,1583193600000,8,4,丹麦
DENMARK,1583280000000,8,0,丹麦
DOMINICAN REPUBLIC,1583107200000,1,1,多米尼加 
DOMINICAN REPUBLIC,1583193600000,1,0,多米尼加 
DOMINICAN REPUBLIC,1583280000000,1,0,多米尼加 
ECUADOR,1583020800000,1,1,厄瓜多尔
ECUADOR,1583107200000,1,0,厄瓜多尔
ECUADOR,1583193600000,6,5,厄瓜多尔
ECUADOR,1583280000000,7,1,厄瓜多尔
EGYPT,1581724800000,1,1,埃及
EGYPT,1581811200000,1,0,埃及
EGYPT,1581897600000,1,0,埃及
EGYPT,1581984000000,1,0,埃及
EGYPT,1582070400000,1,0,埃及
EGYPT,1582156800000,1,0,埃及
EGYPT,1582243200000,1,0,埃及
EGYPT,1582329600000,1,0,埃及
EGYPT,1582416000000,1,0,埃及
EGYPT,1582502400000,1,0,埃及
EGYPT,1582588800000,1,0,埃及
EGYPT,1582675200000,1,0,埃及
EGYPT,1582761600000,1,0,埃及
EGYPT,1582848000000,1,0,埃及
EGYPT,1582934400000,1,0,埃及
EGYPT,1583020800000,1,0,埃及
EGYPT,1583107200000,2,1,埃及
EGYPT,1583193600000,2,0,埃及
EGYPT,1583280000000,2,0,埃及
ESTONIA,1582761600000,1,1,爱沙尼亚
ESTONIA,1582848000000,1,0,爱沙尼亚
ESTONIA,1582934400000,1,0,爱沙尼亚
ESTONIA,1583020800000,1,0,爱沙尼亚
ESTONIA,1583107200000,1,0,爱沙尼亚
ESTONIA,1583193600000,1,0,爱沙尼亚
ESTONIA,1583280000000,2,1,爱沙尼亚
FINLAND,1580342400000,1,1,芬兰
FINLAND,1580428800000,1,0,芬兰
FINLAND,1580515200000,1,0,芬兰
FINLAND,1580601600000,1,0,芬兰
FINLAND,1580688000000,1,0,芬兰
FINLAND,1580774400000,1,0,芬兰
FINLAND,1580860800000,1,0,芬兰
FINLAND,1580947200000,1,0,芬兰
FINLAND,1581033600000,1,0,芬兰
FINLAND,1581120000000,1,0,芬兰
FINLAND,1581206400000,1,0,芬兰
FINLAND,1581292800000,1,0,芬兰
FINLAND,1581379200000,1,0,芬兰
FINLAND,1581465600000,1,0,芬兰
FINLAND,1581552000000,1,0,芬兰
FINLAND,1581638400000,1,0,芬兰
FINLAND,1581724800000,1,0,芬兰
FINLAND,1581811200000,1,0,芬兰
FINLAND,1581897600000,1,0,芬兰
FINLAND,1581984000000,1,0,芬兰
FINLAND,1582070400000,1,0,芬兰
FINLAND,1582156800000,1,0,芬兰
FINLAND,1582243200000,1,0,芬兰
FINLAND,1582329600000,1,0,芬兰
FINLAND,1582416000000,1,0,芬兰
FINLAND,1582502400000,1,0,芬兰
FINLAND,1582588800000,1,0,芬兰
FINLAND,1582675200000,1,0,芬兰
FINLAND,1582761600000,2,1,芬兰
FINLAND,1582848000000,2,0,芬兰
FINLAND,1582934400000,2,0,芬兰
FINLAND,1583020800000,2,0,芬兰
FINLAND,1583107200000,6,4,芬兰
FINLAND,1583193600000,7,1,芬兰
FINLAND,1583280000000,7,0,芬兰
FRANCE,1579910400000,3,3,法国
FRANCE,1579996800000,3,0,法国
FRANCE,1580083200000,3,0,法国
FRANCE,1580169600000,3,0,法国
FRANCE,1580256000000,4,1,法国
FRANCE,1580342400000,5,1,法国
FRANCE,1580428800000,6,1,法国
FRANCE,1580515200000,6,0,法国
FRANCE,1580601600000,6,0,法国
FRANCE,1580688000000,6,0,法国
FRANCE,1580774400000,6,0,法国
FRANCE,1580860800000,6,0,法国
FRANCE,1580947200000,6,0,法国
FRANCE,1581033600000,6,0,法国
FRANCE,1581120000000,11,5,法国
FRANCE,1581206400000,11,0,法国
FRANCE,1581292800000,11,0,法国
FRANCE,1581379200000,11,0,法国
FRANCE,1581465600000,11,0,法国
FRANCE,1581552000000,11,0,法国
FRANCE,1581638400000,11,0,法国
FRANCE,1581724800000,11,0,法国
FRANCE,1581811200000,12,1,法国
FRANCE,1581897600000,12,0,法国
FRANCE,1581984000000,12,0,法国
FRANCE,1582070400000,12,0,法国
FRANCE,1582156800000,12,0,法国
FRANCE,1582243200000,12,0,法国
FRANCE,1582329600000,12,0,法国
FRANCE,1582416000000,12,0,法国
FRANCE,1582502400000,12,0,法国
FRANCE,1582588800000,12,0,法国
FRANCE,1582675200000,17,5,法国
FRANCE,1582761600000,18,1,法国
FRANCE,1582848000000,38,20,法国
FRANCE,1582934400000,57,19,法国
FRANCE,1583020800000,100,43,法国
FRANCE,1583107200000,100,0,法国
FRANCE,1583193600000,191,91,法国
FRANCE,1583280000000,212,21,法国
GEORGIA,1582761600000,1,1,格鲁吉亚
GEORGIA,1582848000000,2,1,格鲁吉亚
GEORGIA,1582934400000,3,1,格鲁吉亚
GEORGIA,1583020800000,3,0,格鲁吉亚
GEORGIA,1583107200000,3,0,格鲁吉亚
GEORGIA,1583193600000,3,0,格鲁吉亚
GEORGIA,1583280000000,3,0,格鲁吉亚
GERMANY,1580169600000,1,1,德国
GERMANY,1580256000000,4,3,德国
GERMANY,1580342400000,4,0,德国
GERMANY,1580428800000,6,2,德国
GERMANY,1580515200000,7,1,德国
GERMANY,1580601600000,10,3,德国
GERMANY,1580688000000,10,0,德国
GERMANY,1580774400000,12,2,德国
GERMANY,1580860800000,12,0,德国
GERMANY,1580947200000,13,1,德国
GERMANY,1581033600000,13,0,德国
GERMANY,1581120000000,14,1,德国
GERMANY,1581206400000,14,0,德国
GERMANY,1581292800000,14,0,德国
GERMANY,1581379200000,14,0,德国
GERMANY,1581465600000,16,2,德国
GERMANY,1581552000000,16,0,德国
GERMANY,1581638400000,16,0,德国
GERMANY,1581724800000,16,0,德国
GERMANY,1581811200000,16,0,德国
GERMANY,1581897600000,16,0,德国
GERMANY,1581984000000,16,0,德国
GERMANY,1582070400000,16,0,德国
GERMANY,1582156800000,16,0,德国
GERMANY,1582243200000,16,0,德国
GERMANY,1582329600000,16,0,德国
GERMANY,1582416000000,16,0,德国
GERMANY,1582502400000,16,0,德国
GERMANY,1582588800000,16,0,德国
GERMANY,1582675200000,18,2,德国
GERMANY,1582761600000,21,3,德国
GERMANY,1582848000000,46,25,德国
GERMANY,1582934400000,57,11,德国
GERMANY,1583020800000,57,0,德国
GERMANY,1583107200000,150,93,德国
GERMANY,1583193600000,188,38,德国
GERMANY,1583280000000,240,52,德国
GREECE,1582675200000,1,1,希腊
GREECE,1582761600000,3,2,希腊
GREECE,1582848000000,3,0,希腊
GREECE,1582934400000,3,0,希腊
GREECE,1583020800000,7,4,希腊
GREECE,1583107200000,7,0,希腊
GREECE,1583193600000,7,0,希腊
GREECE,1583280000000,7,0,希腊
ICELAND,1583107200000,2,2,冰岛
ICELAND,1583193600000,9,7,冰岛
ICELAND,1583280000000,16,7,冰岛
INDIA,1580342400000,1,1,印度
INDIA,1580428800000,1,0,印度
INDIA,1580515200000,1,0,印度
INDIA,1580601600000,2,1,印度
INDIA,1580688000000,3,1,印度
INDIA,1580774400000,3,0,印度
INDIA,1580860800000,3,0,印度
INDIA,1580947200000,3,0,印度
INDIA,1581033600000,3,0,印度
INDIA,1581120000000,3,0,印度
INDIA,1581206400000,3,0,印度
INDIA,1581292800000,3,0,印度
INDIA,1581379200000,3,0,印度
INDIA,1581465600000,3,0,印度
INDIA,1581552000000,3,0,印度
INDIA,1581638400000,3,0,印度
INDIA,1581724800000,3,0,印度
INDIA,1581811200000,3,0,印度
INDIA,1581897600000,3,0,印度
INDIA,1581984000000,3,0,印度
INDIA,1582070400000,3,0,印度
INDIA,1582156800000,3,0,印度
INDIA,1582243200000,3,0,印度
INDIA,1582329600000,3,0,印度
INDIA,1582416000000,3,0,印度
INDIA,1582502400000,3,0,印度
INDIA,1582588800000,3,0,印度
INDIA,1582675200000,3,0,印度
INDIA,1582761600000,3,0,印度
INDIA,1582848000000,3,0,印度
INDIA,1582934400000,3,0,印度
INDIA,1583020800000,3,0,印度
INDIA,1583107200000,5,2,印度
INDIA,1583193600000,5,0,印度
INDIA,1583280000000,6,1,印度
INDONESIA,1583107200000,2,2,印度尼西亚
INDONESIA,1583193600000,2,0,印度尼西亚
INDONESIA,1583280000000,2,0,印度尼西亚
International conveyance (Diamond Princess),1580947200000,20,20,
International conveyance (Diamond Princess),1581033600000,61,41,
International conveyance (Diamond Princess),1581120000000,64,3,
International conveyance (Diamond Princess),1581206400000,64,0,
International conveyance (Diamond Princess),1581292800000,70,6,
International conveyance (Diamond Princess),1581379200000,135,65,
International conveyance (Diamond Princess),1581465600000,175,40,
International conveyance (Diamond Princess),1581552000000,219,44,
International conveyance (Diamond Princess),1581638400000,218,-1,
International conveyance (Diamond Princess),1581724800000,285,67,
International conveyance (Diamond Princess),1581811200000,355,70,
International conveyance (Diamond Princess),1581897600000,454,99,
International conveyance (Diamond Princess),1581984000000,542,88,
International conveyance (Diamond Princess),1582070400000,542,0,
International conveyance (Diamond Princess),1582156800000,634,92,
International conveyance (Diamond Princess),1582243200000,634,0,
International conveyance (Diamond Princess),1582329600000,634,0,
International conveyance (Diamond Princess),1582416000000,691,57,
International conveyance (Diamond Princess),1582502400000,695,4,
International conveyance (Diamond Princess),1582588800000,691,-4,
International conveyance (Diamond Princess),1582675200000,705,14,
International conveyance (Diamond Princess),1582761600000,705,0,
International conveyance (Diamond Princess),1582848000000,705,0,
International conveyance (Diamond Princess),1582934400000,705,0,
International conveyance (Diamond Princess),1583020800000,706,1,
International conveyance (Diamond Princess),1583107200000,706,0,
International conveyance (Diamond Princess),1583193600000,706,0,
International conveyance (Diamond Princess),1583280000000,706,0,
IRAN (ISLAMIC REPUBLIC OF),1582156800000,5,5,伊朗（伊斯兰共和国）
IRAN (ISLAMIC REPUBLIC OF),1582243200000,18,13,伊朗（伊斯兰共和国）
IRAN (ISLAMIC REPUBLIC OF),1582329600000,28,10,伊朗（伊斯兰共和国）
IRAN (ISLAMIC REPUBLIC OF),1582416000000,43,15,伊朗（伊斯兰共和国）
IRAN (ISLAMIC REPUBLIC OF),1582502400000,47,4,伊朗（伊斯兰共和国）
IRAN (ISLAMIC REPUBLIC OF),1582588800000,61,14,伊朗（伊斯兰共和国）
IRAN (ISLAMIC REPUBLIC OF),1582675200000,139,78,伊朗（伊斯兰共和国）
IRAN (ISLAMIC REPUBLIC OF),1582761600000,245,106,伊朗（伊斯兰共和国）
IRAN (ISLAMIC REPUBLIC OF),1582848000000,245,0,伊朗（伊斯兰共和国）
IRAN (ISLAMIC REPUBLIC OF),1582934400000,593,348,伊朗（伊斯兰共和国）
IRAN (ISLAMIC REPUBLIC OF),1583020800000,593,0,伊朗（伊斯兰共和国）
IRAN (ISLAMIC REPUBLIC OF),1583107200000,1501,908,伊朗（伊斯兰共和国）
IRAN (ISLAMIC REPUBLIC OF),1583193600000,2336,835,伊朗（伊斯兰共和国）
IRAN (ISLAMIC REPUBLIC OF),1583280000000,2336,0,伊朗（伊斯兰共和国）
IRAQ,1582588800000,1,1,伊拉克
IRAQ,1582675200000,5,4,伊拉克
IRAQ,1582761600000,6,1,伊拉克
IRAQ,1582848000000,7,1,伊拉克
IRAQ,1582934400000,8,1,伊拉克
IRAQ,1583020800000,13,5,伊拉克
IRAQ,1583107200000,21,8,伊拉克
IRAQ,1583193600000,26,5,伊拉克
IRAQ,1583280000000,32,6,伊拉克
IRELAND,1583020800000,1,1,爱尔兰
IRELAND,1583107200000,1,0,爱尔兰
IRELAND,1583107200000,1,0,爱尔兰
IRELAND,1583193600000,1,0,爱尔兰
IRELAND,1583280000000,2,1,爱尔兰
ISRAEL,1582243200000,1,1,以色列
ISRAEL,1582329600000,1,0,以色列
ISRAEL,1582416000000,1,0,以色列
ISRAEL,1582502400000,1,0,以色列
ISRAEL,1582588800000,2,1,以色列
ISRAEL,1582675200000,2,0,以色列
ISRAEL,1582761600000,3,1,以色列
ISRAEL,1582848000000,5,2,以色列
ISRAEL,1582934400000,7,2,以色列
ISRAEL,1583020800000,7,0,以色列
ISRAEL,1583107200000,10,3,以色列
ISRAEL,1583193600000,10,0,以色列
ISRAEL,1583280000000,15,5,以色列
ITALY,1580428800000,2,2,意大利
ITALY,1580515200000,2,0,意大利
ITALY,1580601600000,2,0,意大利
ITALY,1580688000000,2,0,意大利
ITALY,1580774400000,2,0,意大利
ITALY,1580860800000,2,0,意大利
ITALY,1580947200000,2,0,意大利
ITALY,1581033600000,3,1,意大利
ITALY,1581120000000,3,0,意大利
ITALY,1581206400000,3,0,意大利
ITALY,1581292800000,3,0,意大利
ITALY,1581379200000,3,0,意大利
ITALY,1581465600000,3,0,意大利
ITALY,1581552000000,3,0,意大利
ITALY,1581638400000,3,0,意大利
ITALY,1581724800000,3,0,意大利
ITALY,1581811200000,3,0,意大利
ITALY,1581897600000,3,0,意大利
ITALY,1581984000000,3,0,意大利
ITALY,1582070400000,3,0,意大利
ITALY,1582156800000,3,0,意大利
ITALY,1582243200000,4,1,意大利
ITALY,1582329600000,11,7,意大利
ITALY,1582416000000,132,121,意大利
ITALY,1582588800000,229,97,意大利
ITALY,1582675200000,374,145,意大利
ITALY,1582761600000,528,154,意大利
ITALY,1582848000000,650,122,意大利
ITALY,1582934400000,888,238,意大利
ITALY,1583020800000,1128,240,意大利
ITALY,1583107200000,1689,561,意大利
ITALY,1583193600000,2036,347,意大利
ITALY,1583280000000,2502,466,意大利
JAPAN,1579651200000,1,1,日本
JAPAN,1579737600000,1,0,日本
JAPAN,1579824000000,1,0,日本
JAPAN,1579910400000,3,2,日本
JAPAN,1579996800000,3,0,日本
JAPAN,1580083200000,4,1,日本
JAPAN,1580169600000,6,2,日本
JAPAN,1580256000000,7,1,日本
JAPAN,1580342400000,11,4,日本
JAPAN,1580428800000,15,4,日本
JAPAN,1580515200000,17,2,日本
JAPAN,1580601600000,20,3,日本
JAPAN,1580688000000,20,0,日本
JAPAN,1580774400000,21,1,日本
JAPAN,1580860800000,34,13,日本
JAPAN,1580947200000,25,-9,日本
JAPAN,1581033600000,25,0,日本
JAPAN,1581120000000,25,0,日本
JAPAN,1581206400000,26,1,日本
JAPAN,1581292800000,26,0,日本
JAPAN,1581379200000,28,2,日本
JAPAN,1581465600000,28,0,日本
JAPAN,1581552000000,32,4,日本
JAPAN,1581638400000,41,9,日本
JAPAN,1581724800000,52,11,日本
JAPAN,1581811200000,59,7,日本
JAPAN,1581897600000,59,0,日本
JAPAN,1581984000000,65,6,日本
JAPAN,1582070400000,73,8,日本
JAPAN,1582156800000,85,12,日本
JAPAN,1582243200000,93,8,日本
JAPAN,1582329600000,132,39,日本
JAPAN,1582416000000,144,12,日本
JAPAN,1582502400000,144,0,日本
JAPAN,1582588800000,157,13,日本
JAPAN,1582675200000,164,7,日本
JAPAN,1582761600000,186,22,日本
JAPAN,1582848000000,210,24,日本
JAPAN,1582934400000,230,20,日本
JAPAN,1583020800000,239,9,日本
JAPAN,1583107200000,254,15,日本
JAPAN,1583193600000,268,14,日本
JAPAN,1583280000000,284,16,日本
JORDAN,1583107200000,1,1,约旦
JORDAN,1583193600000,1,0,约旦
JORDAN,1583280000000,1,0,约旦
KUWAIT,1582502400000,3,3,科威特
KUWAIT,1582588800000,8,5,科威特
KUWAIT,1582675200000,25,17,科威特
KUWAIT,1582761600000,43,18,科威特
KUWAIT,1582848000000,45,2,科威特
KUWAIT,1582934400000,45,0,科威特
KUWAIT,1583020800000,45,0,科威特
KUWAIT,1583107200000,56,11,科威特
KUWAIT,1583193600000,56,0,科威特
KUWAIT,1583280000000,56,0,科威特
LATVIA,1583193600000,1,1,拉脱维亚
LATVIA,1583280000000,1,0,拉脱维亚
LEBANON,1582329600000,1,1,黎巴嫩
